,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race
412,28,Male,Master's,Product Manager,3,130000,Canada,Asian
413,30,Female,Bachelor's,Data Analyst,5,145000,Canada,White
414,28,Male,Bachelor's,Software Engineer,3,125000,Australia,Asian
415,26,Female,Master's,Product Manager,2,120000,USA,White
416,27,Male,Bachelor's,Data Analyst,2,110000,Australia,White
417,30,Female,PhD,Data Scientist,5,180000,Canada,Black
418,29,Male,Bachelor's,Software Engineer,4,140000,Australia,Asian
419,32,Male,Bachelor's,Product Manager,7,170000,USA,African American
420,25,Female,Master's,Data Analyst,1,100000,Canada,Black
421,33,Male,PhD,Data Scientist,8,190000,Australia,Australian
422,31,Female,Bachelor's,Software Engineer,6,155000,China,Chinese
423,28,Male,Master's,Product Manager,3,130000,UK,Mixed
424,30,Female,Bachelor's,Data Analyst,5,145000,China,White
425,27,Male,PhD,Data Scientist,2,115000,Australia,Australian
426,29,Female,Bachelor's,Software Engineer,4,140000,China,Korean
427,34,Male,Bachelor's,Product Manager,9,185000,China,Korean
428,25,Female,Master's,Data Analyst,1,100000,China,Chinese
429,33,Male,PhD,Data Scientist,8,190000,USA,Asian
430,31,Female,Bachelor's,Software Engineer,6,155000,Australia,Asian
431,28,Male,Master's,Product Manager,3,130000,Australia,Australian
432,30,Female,Bachelor's,Data Analyst,5,145000,Australia,Australian
433,28,Male,Bachelor's,Software Engineer,3,125000,Canada,Black
434,26,Female,Master's,Product Manager,2,120000,UK,Asian
435,27,Male,Bachelor's,Data Analyst,2,110000,China,White
436,30,Female,PhD,Data Scientist,5,180000,USA,African American
437,29,Male,Bachelor's,Software Engineer,4,140000,Canada,Asian
438,32,Male,Bachelor's,Product Manager,7,170000,China,Korean
439,25,Female,Master's,Data Analyst,1,100000,Australia,Asian
440,33,Male,PhD,Data Scientist,8,190000,USA,Asian
441,31,Female,Bachelor's,Software Engineer,6,155000,China,Chinese
442,28,Male,Master's,Product Manager,3,130000,USA,Hispanic
443,30,Female,Bachelor's,Data Analyst,5,145000,USA,White
444,27,Male,PhD,Data Scientist,2,115000,China,Korean
445,29,Female,Bachelor's,Software Engineer,4,140000,USA,African American
446,34,Male,Bachelor's,Product Manager,9,185000,China,Chinese
447,25,Female,Master's,Data Analyst,1,100000,UK,Mixed
448,33,Male,PhD,Data Scientist,8,190000,UK,Welsh
449,31,Female,Bachelor's,Software Engineer,6,155000,Australia,Asian
450,28,Male,Master's,Product Manager,3,130000,USA,Asian
451,30,Female,Bachelor's,Data Analyst,5,145000,Australia,White
452,27,Male,PhD,Data Scientist,2,115000,China,Korean
453,29,Female,Bachelor's,Software Engineer,4,140000,USA,Hispanic
454,34,Male,Bachelor's,Product Manager,9,185000,UK,Mixed
455,25,Female,Master's,Data Analyst,1,100000,Australia,Australian
456,33,Male,PhD,Data Scientist,8,190000,China,Chinese
457,31,Female,Bachelor's,Software Engineer,6,155000,USA,Hispanic
458,28,Male,Master's,Product Manager,3,130000,Canada,Asian
459,30,Female,Bachelor's,Data Analyst,5,145000,Australia,Asian
460,28,Male,Bachelor's,Software Engineer,3,125000,Australia,Asian
461,26,Female,Master's,Product Manager,2,120000,Australia,Australian
462,27,Male,Bachelor's,Data Analyst,2,110000,Australia,Asian
463,30,Female,PhD,Data Scientist,5,180000,USA,Asian
464,29,Male,Bachelor's,Software Engineer,4,140000,USA,Hispanic
465,32,Male,Bachelor's,Product Manager,7,170000,Canada,White
466,25,Female,Master's,Data Analyst,1,100000,UK,Welsh
467,33,Male,PhD,Data Scientist,8,190000,China,Korean
468,31,Female,Bachelor's,Software Engineer,6,155000,USA,Asian
469,28,Male,Master's,Product Manager,3,130000,UK,Mixed
470,30,Female,Bachelor's,Data Analyst,5,145000,Australia,White
471,27,Male,PhD,Data Scientist,2,115000,Australia,Asian
472,29,Female,Bachelor's,Software Engineer,4,140000,China,Korean
473,34,Male,Bachelor's,Product Manager,9,185000,China,Korean
474,25,Female,Master's,Data Analyst,1,100000,Canada,Asian
475,33,Male,PhD,Data Scientist,8,190000,UK,Mixed
476,31,Female,Bachelor's,Software Engineer,6,155000,UK,Welsh
477,28,Male,Master's,Product Manager,3,130000,UK,Asian
478,30,Female,Bachelor's,Data Analyst,5,145000,China,Chinese
479,27,Male,PhD,Data Scientist,2,115000,UK,Welsh
480,29,Female,Bachelor's,Software Engineer,4,140000,China,Chinese
481,34,Male,Bachelor's,Product Manager,9,185000,China,White
482,25,Female,Master's,Data Analyst,1,100000,UK,White
483,33,Male,PhD,Data Scientist,8,190000,UK,Mixed
484,31,Female,Bachelor's,Software Engineer,6,155000,China,Chinese
485,28,Male,Master's,Product Manager,3,130000,Canada,White
486,30,Female,Bachelor's,Data Analyst,5,145000,USA,White
487,27,Male,PhD,Data Scientist,2,115000,UK,Mixed
488,29,Female,Bachelor's,Software Engineer,4,140000,USA,White
489,34,Male,Bachelor's,Product Manager,9,185000,Australia,Asian
490,25,Female,Master's,Data Analyst,1,100000,Australia,Asian
491,33,Male,PhD,Data Scientist,8,190000,Canada,Asian
492,31,Female,Bachelor's,Software Engineer,6,155000,Australia,Australian
493,28,Male,Master's,Product Manager,3,130000,Canada,Asian
494,30,Female,Bachelor's,Data Analyst,5,145000,China,Chinese
495,27,Male,PhD,Data Scientist,2,115000,Australia,White
496,29,Female,Bachelor's,Software Engineer,4,140000,China,Chinese
497,34,Male,Bachelor's,Product Manager,9,185000,Canada,White
498,25,Female,Master's,Data Analyst,1,100000,China,Korean
499,33,Male,PhD,Data Scientist,8,190000,UK,Mixed
500,31,Female,Bachelor's,Software Engineer,6,155000,USA,White
501,28,Male,Master's,Product Manager,3,130000,Australia,White
502,30,Female,Bachelor's,Data Analyst,5,145000,USA,Hispanic
503,27,Male,PhD,Data Scientist,2,115000,UK,Welsh
504,29,Female,Bachelor's,Software Engineer,4,140000,Canada,Asian
505,34,Male,Bachelor's,Product Manager,9,185000,Australia,Australian
506,26,Male,Bachelor's,Data Analyst,3,130000,Australia,Australian
507,29,Female,Master's,Data Scientist,6,180000,UK,Asian
508,32,Male,Bachelor's,Software Engineer,8,190000,Australia,White
509,27,Female,Bachelor's,Product Manager,4,150000,UK,Welsh
510,24,Male,Bachelor's,Data Analyst,1,90000,China,Chinese
511,31,Female,Master's,Data Scientist,9,195000,UK,Asian
512,28,Male,Bachelor's,Software Engineer,5,160000,China,White
513,33,Female,Master's,Product Manager,11,198000,USA,African American
514,25,Male,Bachelor's,Data Analyst,2,110000,USA,Hispanic
515,30,Female,PhD,Data Scientist,7,185000,China,Korean
516,27,Male,Bachelor's,Software Engineer,4,140000,UK,Mixed
517,34,Female,Master's,Product Manager,12,196000,China,Chinese
518,23,Male,Bachelor's,Data Analyst,1,95000,China,Korean
519,32,Female,PhD,Data Scientist,10,193000,Australia,White
520,29,Male,Bachelor's,Software Engineer,6,175000,Australia,White
521,30,Female,Bachelor's,Product Manager,5,160000,Australia,White
522,26,Male,Bachelor's,Data Analyst,3,130000,Canada,Black
523,31,Female,Master's,Data Scientist,6,180000,China,Korean
524,28,Male,Bachelor's,Software Engineer,5,160000,USA,African American
525,33,Female,Master's,Product Manager,11,198000,UK,Mixed
526,24,Male,Bachelor's,Data Analyst,1,90000,China,White
527,30,Female,PhD,Data Scientist,7,185000,Canada,White
528,27,Male,Bachelor's,Software Engineer,4,140000,Canada,Black
529,34,Female,Master's,Product Manager,12,196000,Canada,White
530,25,Male,Bachelor's,Data Analyst,2,110000,China,Chinese
531,29,Female,Master's,Data Scientist,6,180000,USA,White
532,32,Male,Bachelor's,Software Engineer,8,190000,Australia,White
533,27,Female,Bachelor's,Product Manager,4,150000,China,White
534,31,Male,Bachelor's,Data Analyst,9,195000,China,Korean
535,28,Female,Bachelor's,Software Engineer,5,160000,Australia,Asian
536,33,Male,Master's,Product Manager,11,198000,UK,White
537,26,Female,Bachelor's,Data Analyst,3,130000,Australia,White
538,30,Male,PhD,Data Scientist,7,185000,USA,African American
539,27,Female,Bachelor's,Software Engineer,4,140000,UK,Welsh
540,34,Male,Master's,Product Manager,12,196000,China,Korean
541,25,Female,Bachelor's,Data Analyst,2,110000,China,Korean
542,32,Male,Bachelor's,Software Engineer,8,190000,UK,Asian
543,29,Female,Master's,Data Scientist,6,180000,USA,White
544,30,Male,Bachelor's,Data Analyst,5,160000,USA,African American
545,33,Female,Master's,Product Manager,11,198000,USA,White
546,24,Male,Bachelor's,Data Analyst,1,90000,USA,African American
547,31,Female,PhD,Data Scientist,9,195000,Australia,White
548,28,Male,Bachelor's,Software Engineer,5,160000,Australia,Asian
549,27,Female,Bachelor's,Product Manager,4,150000,UK,White
550,26,Male,Bachelor's,Data Analyst,3,130000,Canada,White
551,29,Female,Master's,Data Scientist,6,180000,Canada,White
552,32,Male,Bachelor's,Software Engineer,8,190000,China,White
553,33,Female,Master's,Product Manager,11,198000,UK,White
554,25,Male,Bachelor's,Data Analyst,2,110000,Australia,White
555,30,Female,PhD,Data Scientist,7,185000,USA,Asian
556,27,Male,Bachelor's,Software Engineer,4,140000,China,Chinese
557,34,Female,Master's,Product Manager,12,196000,UK,Mixed
558,31,Male,Bachelor's,Data Analyst,9,195000,Canada,Asian
559,28,Female,Bachelor's,Software Engineer,5,160000,China,White
560,26,Male,Bachelor's,Data Analyst,3,130000,Australia,Australian
561,29,Female,Master's,Data Scientist,6,180000,China,White
562,32,Male,Bachelor's,Software Engineer,8,190000,Australia,Australian
563,33,Female,Master's,Product Manager,11,198000,Australia,Australian
564,24,Male,Bachelor's,Data Analyst,1,90000,China,White
565,27,Male,Bachelor's,Software Engineer,4,140000,Australia,Asian
566,25,Female,Bachelor's,Data Analyst,2,110000,Australia,White
567,30,Female,PhD,Data Scientist,7,185000,USA,Asian
568,31,Male,Bachelor's,Data Analyst,9,195000,UK,Asian
569,28,Female,Bachelor's,Software Engineer,5,160000,Canada,Asian
570,26,Male,Bachelor's,Data Analyst,3,130000,Canada,White
571,29,Female,Master's,Data Scientist,6,180000,USA,Hispanic
572,32,Male,Bachelor's,Software Engineer,8,190000,Australia,Australian
573,33,Female,Master's,Product Manager,11,198000,Canada,Asian
574,24,Male,Bachelor's,Data Analyst,1,90000,UK,Welsh
575,27,Male,Bachelor's,Software Engineer,4,140000,USA,Hispanic
576,25,Female,Bachelor's,Data Analyst,2,110000,USA,African American
577,30,Female,PhD,Data Scientist,7,185000,Australia,Asian
578,31,Male,Bachelor's,Data Analyst,9,195000,China,Chinese
579,28,Female,Bachelor's,Software Engineer,5,160000,Canada,Asian
580,26,Male,Bachelor's,Data Analyst,3,130000,UK,Asian
581,29,Female,Master's,Data Scientist,6,180000,Canada,Asian
582,32,Male,Bachelor's,Software Engineer,8,190000,China,White
583,33,Female,Master's,Product Manager,11,198000,Canada,White
584,24,Male,Bachelor's,Data Analyst,1,90000,China,Korean
585,27,Male,Bachelor's,Software Engineer,4,140000,China,Korean
586,25,Female,Bachelor's,Data Analyst,2,110000,USA,Hispanic
587,30,Female,PhD,Data Scientist,7,185000,USA,Hispanic
588,31,Male,Bachelor's,Data Analyst,9,195000,UK,Asian
589,28,Female,Bachelor's,Software Engineer,5,160000,Australia,Asian
590,26,Male,Bachelor's,Data Analyst,3,130000,Australia,Australian
591,29,Female,Master's,Data Scientist,6,180000,Australia,Asian
592,32,Male,Bachelor's,Software Engineer,8,190000,Australia,Asian
593,33,Female,Master's,Product Manager,11,198000,China,White
594,24,Male,Bachelor's,Data Analyst,1,90000,Canada,White
595,27,Male,Bachelor's,Software Engineer,4,140000,USA,White
596,25,Male,Bachelor's,Data Analyst,2,125000,UK,White
597,28,Female,Master's,Data Scientist,6,175000,Canada,Asian
598,30,Male,Bachelor's,Software Engineer,8,190000,UK,White
599,27,Female,Bachelor's,Product Manager,4,150000,UK,Welsh
600,24,Male,Bachelor's,Data Analyst,1,95000,UK,Mixed
601,31,Male,Master's,Data Scientist,9,195000,Canada,White
602,28,Male,Bachelor's,Software Engineer,5,160000,USA,African American
603,33,Female,Master's,Product Manager,11,198000,Australia,White
604,26,Male,Bachelor's,Data Analyst,3,130000,Canada,Asian
605,30,Female,PhD,Data Scientist,7,185000,China,Chinese
606,27,Male,Bachelor's,Software Engineer,4,140000,Australia,White
607,34,Female,Master's,Product Manager,12,196000,UK,Asian
608,23,Male,Bachelor's,Data Analyst,1,90000,Canada,Asian
609,32,Female,PhD,Data Scientist,10,193000,Canada,Black
610,29,Male,Bachelor's,Software Engineer,6,170000,USA,Hispanic
611,30,Female,Bachelor's,Product Manager,5,160000,China,White
612,26,Male,Bachelor's,Data Analyst,3,135000,Canada,Asian
613,31,Female,Master's,Data Scientist,6,180000,Canada,White
614,28,Male,Bachelor's,Software Engineer,5,160000,UK,Mixed
615,33,Female,Master's,Product Manager,11,198000,Canada,Black
616,24,Male,Bachelor's,Data Analyst,1,90000,Australia,White
617,30,Female,PhD,Data Scientist,7,185000,China,Korean
618,27,Male,Bachelor's,Software Engineer,4,140000,Australia,Australian
619,34,Female,Master's,Product Manager,12,196000,USA,Asian
620,25,Male,Bachelor's,Data Analyst,2,115000,China,Korean
621,29,Female,Master's,Data Scientist,6,180000,Canada,Asian
622,32,Male,Bachelor's,Software Engineer,8,190000,China,Korean
623,27,Female,Bachelor's,Product Manager,4,150000,USA,African American
624,31,Male,Bachelor's,Data Analyst,9,195000,UK,Asian
625,28,Female,Bachelor's,Software Engineer,5,160000,UK,Asian
626,33,Male,Master's,Product Manager,11,198000,UK,Mixed
627,26,Female,Bachelor's,Data Analyst,3,130000,Canada,Asian
628,30,Male,PhD,Data Scientist,7,185000,UK,Welsh
629,27,Female,Bachelor's,Software Engineer,4,140000,Canada,White
630,34,Male,Master's,Product Manager,12,196000,China,Korean
631,25,Female,Bachelor's,Data Analyst,2,110000,Australia,Asian
632,32,Male,Bachelor's,Software Engineer,8,190000,Canada,Black
633,29,Female,Master's,Data Scientist,6,180000,China,White
634,30,Male,Bachelor's,Data Analyst,5,160000,China,Chinese
635,33,Female,Master's,Product Manager,11,198000,UK,Welsh
636,24,Male,Bachelor's,Data Analyst,1,90000,Canada,Asian
637,31,Female,PhD,Data Scientist,9,195000,Australia,Asian
638,28,Male,Bachelor's,Software Engineer,5,160000,Canada,Black
639,27,Female,Bachelor's,Product Manager,4,150000,USA,Asian
640,26,Male,Bachelor's,Data Analyst,3,130000,Canada,Black
641,29,Female,Master's,Data Scientist,6,180000,Canada,Black
642,32,Male,Bachelor's,Software Engineer,8,190000,UK,White
643,33,Female,Master's,Product Manager,11,198000,USA,African American
644,25,Male,Bachelor's,Data Analyst,2,110000,UK,Welsh
645,30,Female,PhD,Data Scientist,7,185000,UK,White
646,27,Male,Bachelor's,Software Engineer,4,140000,Canada,White
647,34,Female,Master's,Product Manager,12,196000,UK,Welsh
648,31,Male,Bachelor's,Data Analyst,9,195000,China,Chinese
649,28,Female,Bachelor's,Software Engineer,5,160000,Canada,Black
650,26,Male,Bachelor's,Data Analyst,3,130000,China,Korean
651,29,Female,Master's,Data Scientist,6,180000,Canada,Black
652,32,Male,Bachelor's,Software Engineer,8,190000,Canada,White
653,33,Female,Master's,Product Manager,11,198000,UK,Asian
654,24,Male,Bachelor's,Data Analyst,1,90000,China,Korean
655,27,Male,Bachelor's,Software Engineer,4,140000,Canada,Black
656,25,Female,Bachelor's,Data Analyst,2,110000,UK,White
657,30,Female,PhD,Data Scientist,7,185000,Australia,Asian
658,31,Male,Bachelor's,Data Analyst,9,195000,USA,Hispanic
659,28,Female,Bachelor's,Software Engineer,5,160000,Australia,Australian
660,26,Male,Bachelor's,Data Analyst,3,130000,Australia,Asian
661,29,Female,Master's,Data Scientist,6,180000,Canada,Asian
662,32,Male,Bachelor's,Software Engineer,8,190000,UK,Asian
663,33,Female,Master's,Product Manager,11,198000,UK,Welsh
664,24,Male,Bachelor's,Data Analyst,1,90000,Canada,Black
665,27,Male,Bachelor's,Software Engineer,4,140000,Canada,Black
666,25,Female,Bachelor's,Data Analyst,2,110000,Australia,White
667,30,Female,PhD,Data Scientist,7,185000,USA,White
668,31,Male,Bachelor's,Data Analyst,9,195000,China,Korean
669,28,Female,Bachelor's,Software Engineer,5,160000,Canada,White
670,26,Male,Bachelor's,Data Analyst,3,130000,China,White
671,29,Female,Master's,Data Scientist,6,180000,Australia,Asian
672,32,Male,Bachelor's,Software Engineer,8,190000,USA,African American
673,33,Female,Master's,Product Manager,11,198000,USA,Hispanic
674,24,Male,Bachelor's,Data Analyst,1,90000,Australia,White
675,27,Male,Bachelor's,Software Engineer,4,140000,USA,Asian
676,23,Male,Bachelor's,Data Analyst,1,90000,USA,White
677,27,Female,Master's,Data Scientist,4,150000,Canada,Asian
678,32,Male,Bachelor's,Software Engineer,8,190000,China,White
679,24,Female,Bachelor's,Product Manager,3,125000,Australia,Australian
680,25,Male,Bachelor's,Data Analyst,2,110000,China,Chinese
681,31,Male,Master's,Data Scientist,7,180000,USA,Hispanic
682,28,Male,Bachelor's,Software Engineer,5,160000,UK,Asian
683,33,Female,Master's,Product Manager,10,195000,China,Korean
684,26,Male,Bachelor's,Data Analyst,3,130000,UK,Welsh
685,30,Female,PhD,Data Scientist,6,170000,Canada,White
686,27,Male,Bachelor's,Software Engineer,4,140000,USA,Asian
687,34,Female,Master's,Product Manager,11,196000,Australia,Australian
688,23,Male,Bachelor's,Data Analyst,1,92000,Canada,Asian
689,32,Female,PhD,Data Scientist,9,195000,Australia,Australian
